model,variant,phase,n,overall_R2,overall_RMSE,pm1_R2,pm1_RMSE,pm2_5_R2,pm2_5_RMSE,pm10_R2,pm10_RMSE,co2_R2,co2_RMSE,voc_R2,voc_RMSE
VanillaRNN,without_Ct,Phase 3,60,0.9850064516067505,79.39305281910691,-19.470373153686523,1.5287363089496584,-5.960421562194824,1.5098140259716195,-17.266870498657227,3.6069474416890155,-3.4867305755615234,104.61170763829448,0.04822182655334473,143.37032059713405
VanillaRNN,without_Ct,Phase 4,100,0.9396000504493713,126.93756923927211,-1.1473569869995117,1.8731167554498889,-0.17833387851715088,2.1986352068422157,-1.3190383911132812,4.33222893555371,-0.5989890098571777,256.50639611908315,0.37022024393081665,121.42115416881649
Seq2Seq,with_Ct,Phase 1,33,0.9905841946601868,96.05690858808647,-0.48518598079681396,0.8878517138996135,-0.7303532361984253,1.0799446230395762,-0.5184165239334106,2.089740386973638,-0.04367947578430176,214.35699632855466,-0.24595606327056885,13.394772754092884
Seq2Seq,with_Ct,Phase 2,89,0.9885169863700867,82.41935867011918,0.49619269371032715,1.0123807295262555,0.4849863648414612,1.5421597061821932,0.43592989444732666,2.314794999638271,0.5361669063568115,182.12645847048142,-2.6579129695892334,28.034572510729944
Seq2Seq,with_Ct,Phase 3,60,0.9921320676803589,57.51225455351342,-0.812286376953125,0.45486561475308623,-0.8894399404525757,0.786633141565676,-0.33051276206970215,0.9734581089440506,-2.910080909729004,97.65807498294753,0.6758996248245239,83.66256221516437
Seq2Seq,with_Ct,Phase 4,100,0.9916503429412842,47.1960981404978,0.12080246210098267,1.1985494131183496,0.21590375900268555,1.7935094745216638,0.2506038546562195,2.462709303737568,0.775475263595581,96.11861974924525,0.9193567633628845,43.449425071714124
Seq2Seq,without_Ct,Phase 1,33,0.9886490106582642,105.46710646867581,-1.1289501190185547,1.0629987107248464,-1.8566546440124512,1.3875957026425256,-0.9589837789535522,2.3736261108273697,-0.2593233585357666,235.46302456542938,-0.14594662189483643,12.845948265535725
Seq2Seq,without_Ct,Phase 2,89,0.9598247408866882,154.16323405525392,-0.09798598289489746,1.4945485873296043,-0.13028335571289062,2.284618346981291,-0.20911681652069092,3.3890666984507476,-0.647436261177063,343.23886999435246,-3.652554988861084,31.6171701260145
Seq2Seq,without_Ct,Phase 3,60,0.9870840311050415,73.68751987913218,-1.4569439888000488,0.5296235994037316,-1.051994800567627,0.8197733969553122,-0.23151206970214844,0.9365416078525199,-3.288639545440674,102.2763088861492,0.227328360080719,129.17808837269965
Seq2Seq,without_Ct,Phase 4,100,0.9540037512779236,110.77274297379071,0.4493224024772644,0.9485525925513443,0.275615394115448,1.7238664247228859,0.38933002948760986,2.2231086578926735,-0.28357529640197754,229.8191034542168,0.6357366442680359,92.3438028764654
CNN_LSTM,with_Ct,Phase 1,33,0.8803489208221436,342.41982410120477,-6.918885707855225,2.050133012317635,-18.901899337768555,3.6625313558961325,-6.120161056518555,4.525241841128839,-12.30507755279541,765.3547788444258,-2.128669500350952,21.225788280644977
CNN_LSTM,with_Ct,Phase 2,89,0.9288195371627808,205.20213928892164,-0.23925268650054932,1.5877846169834242,-0.12377417087554932,2.2780303181882187,-0.48475873470306396,3.7555533932661445,-1.895272970199585,455.0267334179389,-15.14291000366211,58.893609800984564
CNN_LSTM,with_Ct,Phase 3,60,0.971091091632843,110.24177088052876,-3.2586669921875,0.6972788961734346,-2.9901788234710693,1.143146445280197,-2.3087639808654785,1.5351140062572002,-15.101863861083984,198.17705349320843,0.005024909973144531,146.58767774142888
CNN_LSTM,with_Ct,Phase 4,100,0.9314591884613037,135.22173630282225,0.1849192976951599,1.1540191884387587,0.21683889627456665,1.7924397005928068,0.25431233644485474,2.45660813999034,-0.719464898109436,265.99416993141034,0.1174207329750061,143.73974827574662
CNN_LSTM,without_Ct,Phase 1,33,0.9938234686851501,77.79880652603227,-10.790846824645996,2.5016267252390834,-34.60307312011719,4.898665865452811,-31.6318359375,9.68763191379441,0.33775877952575684,170.7505833628395,-5.82909631729126,31.359245569924727
CNN_LSTM,without_Ct,Phase 2,89,0.8865914344787598,259.0146894965612,-6.646346569061279,3.9440156825993786,-5.391111850738525,5.432605864770018,-3.6611108779907227,6.654121165955046,-3.6697497367858887,577.8817461211247,-5.545649528503418,37.501930288861466
CNN_LSTM,without_Ct,Phase 3,60,0.9528898000717163,140.73042575923304,-172.07447814941406,4.445147734204821,-112.93453216552734,6.108482978656576,-64.00050354003906,6.804028204283658,-30.89615821838379,278.92309648001543,0.02188640832901001,145.34029304102148
CNN_LSTM,without_Ct,Phase 4,100,0.9483547210693359,117.37814908581792,-7.002729415893555,3.616027909812569,-4.02545690536499,4.540532148321539,-1.2686867713928223,4.284939477909309,-0.024195075035095215,205.28952497022345,-0.1402127742767334,163.37776752629165
